
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 20
lreps: 81 with reps: 1

CHECK_SORTED: false
USE_BOTTOM_UP: false
Warmup length: 10001 reps: 20
lreps: 1 with reps: 10

  End warm up (53880 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (rms = mean + 1 stddev)


Length Sub-size  Builder Tweaker	BASELINE	DPQ_18_11	DPQ_18_11P	DPQ_11	RADIX	MARLIN	PEEK_SORT	DPQ_18_11_E	MARLIN_M2	[DPQ_18_11 % DPQ_18_11P]

lreps: 801 with reps: 17

50000 256  PLATEAU REVERSE___	   0.029577	   0.030547	   0.031046	   0.086567	   0.040506	   0.522319	   0.341069	   0.036684	   1.002690	     98.39 % 
50000 256  SHUFFLE REVERSE___	   0.029551	   1.325349	   1.451969	   1.463368	   1.949939	   2.608244	   1.590814	   1.773156	   3.868324	     91.28 % 
50000 256  STAGGER REVERSE_FR	   0.029648	   4.487202	   4.739858	   4.633890	   1.685154	   3.183241	   2.332326	   5.735462	   4.196703	     94.67 % 
50000 256  SAWTOTH REVERSE_FR	   0.029688	   2.045288	   2.215830	   1.914811	   0.982038	   3.114511	   2.191537	   2.988983	   4.079841	     92.30 % 
50000 256  _RANDOM REVERSE_FR	   0.029744	   3.025049	   3.278865	   3.221896	   0.977975	   7.195936	   6.505536	   4.159536	   8.202304	     92.26 % 
50000 256  PLATEAU REVERSE_FR	   0.029631	   0.036082	   0.036044	   0.329775	   0.040529	   0.529254	   0.507320	   0.036666	   0.999121	    100.10 % ..
50000 256  SHUFFLE REVERSE_FR	   0.029671	   1.131820	   1.266973	   1.653561	   1.952393	   2.334127	   1.628803	   1.518208	   3.370773	     89.33 % 
50000 256  STAGGER REVERSE_BA	   0.029775	   4.454141	   4.674620	   4.587603	   1.646793	   3.189954	   2.342132	   5.606540	   4.184332	     95.28 % 
50000 256  SAWTOTH REVERSE_BA	   0.029896	   1.932252	   2.090205	   1.812089	   0.979139	   3.110643	   2.191967	   2.823566	   4.064707	     92.44 % 
50000 256  _RANDOM REVERSE_BA	   0.029798	   3.013135	   3.267319	   3.249440	   0.975974	   7.198766	   6.505125	   4.183360	   8.197693	     92.22 % 
50000 256  PLATEAU REVERSE_BA	   0.029723	   0.033746	   0.034187	   0.047895	   0.040000	   0.521345	   0.451640	   0.040083	   0.992826	     98.71 % 
50000 256  SHUFFLE REVERSE_BA	   0.029801	   1.008877	   1.116176	   1.459706	   2.002920	   2.333726	   1.672845	   1.354968	   3.369146	     90.39 % 
50000 256  STAGGER SORT______	   0.029617	   0.033914	   0.033973	   0.048075	   0.034572	   0.483276	   0.450950	   0.034956	   0.878201	     99.83 % 
50000 256  SAWTOTH SORT______	   0.029624	   0.034070	   0.039514	   0.042082	   0.034343	   0.510876	   0.451417	   0.039973	   0.960369	     86.22 % 
50000 256  _RANDOM SORT______	   0.029583	   0.039677	   0.033980	   0.042051	   0.034785	   0.516120	   0.450538	   0.040536	   0.964066	    116.77 % .!!.
50000 256  PLATEAU SORT______	   0.029380	   0.039441	   0.039720	   0.042484	   0.040017	   0.522943	   0.452596	   0.040041	   0.993036	     99.30 % 
50000 256  SHUFFLE SORT______	   0.029737	   0.034468	   0.033758	   0.047960	   0.039840	   0.483973	   0.452626	   0.034682	   0.878313	    102.10 % ..
50000 256  STAGGER DITHER____	   0.029695	   4.360555	   4.555690	   4.611276	   1.605415	   2.839440	   2.341020	   5.583266	   3.612363	     95.72 % 
50000 256  SAWTOTH DITHER____	   0.029582	   2.227879	   2.414616	   2.088665	   0.977448	   3.187043	   3.203822	   3.230990	   4.047075	     92.27 % 
50000 256  _RANDOM DITHER____	   0.029652	   3.003397	   3.251238	   3.227961	   0.981296	   7.205663	   6.513098	   4.151408	   8.205557	     92.38 % 
50000 256  PLATEAU DITHER____	   0.029562	   0.268375	   0.278203	   0.323598	   0.976579	   3.483256	   3.322318	   0.373969	   4.515402	     96.47 % 
50000 256  SHUFFLE DITHER____	   0.029668	   1.082135	   1.183379	   1.812287	   2.025396	   2.208854	   2.651384	   1.481161	   3.079981	     91.44 % 
50000 1024  STAGGER IDENT_____	   0.029895	   4.220755	   4.433416	   3.715049	   1.488673	   3.291580	   2.912268	   5.357187	   4.178788	     95.20 % 
50000 1024  SAWTOTH IDENT_____	   0.029881	   1.068454	   1.121396	   1.558847	   1.114695	   2.201711	   1.665439	   1.930687	   2.881023	     95.28 % 
50000 1024  _RANDOM IDENT_____	   0.029916	   3.983839	   4.311280	   4.102190	   1.276316	   7.779193	   7.059989	   5.197967	   8.838967	     92.41 % 
50000 1024  PLATEAU IDENT_____	   0.029842	   0.039548	   0.039257	   0.048056	   0.040065	   0.523636	   0.451866	   0.040028	   0.990728	    100.74 % ..
50000 1024  SHUFFLE IDENT_____	   0.029894	   0.603228	   0.664566	   1.416435	   1.951189	   1.647417	   1.256244	   1.257341	   2.355554	     90.77 % 
50000 1024  STAGGER REVERSE___	   0.029614	   4.306204	   4.574725	   3.720286	   1.494556	   3.814917	   2.904256	   5.417926	   5.078947	     94.13 % 
50000 1024  SAWTOTH REVERSE___	   0.029522	   1.128558	   1.180500	   1.608705	   1.155429	   2.899553	   1.690114	   2.029507	   4.071289	     95.60 % 
50000 1024  _RANDOM REVERSE___	   0.029568	   3.990003	   4.327668	   4.082026	   1.276199	   7.778625	   7.059408	   5.214914	   8.835610	     92.20 % 
50000 1024  PLATEAU REVERSE___	   0.029565	   0.037988	   0.038330	   0.086443	   0.042525	   0.532829	   0.347324	   0.035806	   1.014325	     99.11 % 
50000 1024  SHUFFLE REVERSE___	   0.029560	!  1.351607	!  1.455528	   1.338993	   1.961724	   2.263055	   1.228490	   1.993326	   3.436906	     92.86 % 
50000 1024  STAGGER REVERSE_FR	   0.029639	   4.208405	   4.467146	   3.782100	   1.489042	   3.586467	   2.941203	   5.525139	   4.622119	     94.21 % 
50000 1024  SAWTOTH REVERSE_FR	   0.029689	   1.108236	   1.158632	   1.575770	   1.148233	   2.566998	   1.646063	   1.991357	   3.472468	     95.65 % 
50000 1024  _RANDOM REVERSE_FR	   0.029763	   4.006230	   4.338035	   4.103312	   1.276475	   7.774966	   7.058354	   5.278633	   8.835513	     92.35 % 
50000 1024  PLATEAU REVERSE_FR	   0.029666	   0.038041	   0.038079	   0.330151	   0.042536	   0.539025	   0.512820	   0.040329	   1.015400	     99.90 % 
50000 1024  SHUFFLE REVERSE_FR	   0.029688	!  1.129125	!  1.243288	   1.433982	   1.952456	   1.963611	   1.256812	   1.628452	   2.904598	     90.82 % 
50000 1024  STAGGER REVERSE_BA	   0.029849	   4.267753	   4.532469	   3.722782	   1.489258	   3.592795	   2.929953	   5.414909	   4.637462	     94.16 % 
50000 1024  SAWTOTH REVERSE_BA	   0.029855	   1.102899	   1.155511	   1.588101	   1.159938	   2.562752	   1.663190	   1.986130	   3.470664	     95.45 % 
50000 1024  _RANDOM REVERSE_BA	   0.029731	   3.979014	   4.315943	   4.111735	   1.275570	   7.779847	   7.059566	   5.235378	   8.841854	     92.19 % 
50000 1024  PLATEAU REVERSE_BA	   0.029719	   0.039479	   0.039302	   0.047929	   0.039986	   0.523245	   0.451691	   0.040179	   0.991851	    100.45 % ..
50000 1024  SHUFFLE REVERSE_BA	   0.029719	!  1.207878	!  1.339157	   1.428304	   1.943565	   1.973047	   1.298636	   1.662138	   2.910223	     90.20 % 
50000 1024  STAGGER SORT______	   0.029788	   0.039313	   0.033958	   0.042183	   0.040067	   0.485969	   0.452129	   0.039878	   0.883133	    115.77 % .!!.
50000 1024  SAWTOTH SORT______	   0.029736	   0.034542	   0.039343	   0.048154	   0.035022	   0.494736	   0.452021	   0.035064	   0.909232	     87.80 % 
50000 1024  _RANDOM SORT______	   0.029663	   0.033842	   0.033951	   0.048054	   0.034483	   0.500979	   0.450468	   0.039970	   0.917746	     99.68 % 
50000 1024  PLATEAU SORT______	   0.029446	   0.033525	   0.034380	   0.048118	   0.035262	   0.520291	   0.451371	   0.040013	   0.991634	     97.51 % 
50000 1024  SHUFFLE SORT______	   0.029765	   0.039403	   0.039261	   0.047827	   0.040003	   0.483254	   0.451372	   0.040055	   0.879941	    100.36 % ..
50000 1024  STAGGER DITHER____	   0.029580	   4.222828	   4.436528	   3.714565	   1.482686	   3.291246	   2.911235	   5.357479	   4.144389	     95.18 % 
50000 1024  SAWTOTH DITHER____	   0.029624	   2.838792	   3.074089	   2.425567	   1.116311	   2.802497	   2.985931	   3.617972	   3.655795	     92.35 % 
50000 1024  _RANDOM DITHER____	   0.029621	   3.991707	   4.318377	   4.103786	   1.275372	   7.779717	   7.058391	   5.208044	   8.839314	     92.44 % 
50000 1024  PLATEAU DITHER____	   0.029581	   0.287722	   0.287194	   0.337224	   0.980275	   3.476052	   3.316523	   0.397247	   4.504739	    100.18 % ..
50000 1024  SHUFFLE DITHER____	   0.029663	   0.947612	   1.055936	   1.749149	   1.952014	   1.869041	   2.626473	   1.334302	   2.647116	     89.74 % 
50000 4096  STAGGER IDENT_____	   0.029846	   4.838482	   5.090508	   5.354998	   1.652411	   3.695393	   3.379451	   6.101769	   4.703194	     95.05 % 
50000 4096  SAWTOTH IDENT_____	   0.029975	   0.779127	   0.745365	   1.042004	   1.037095	   1.709190	   1.146488	   1.280612	   2.326349	    104.53 % ..
50000 4096  _RANDOM IDENT_____	   0.029954	   5.027253	   5.332929	   5.335497	   1.267197	   8.307310	   7.535759	   6.458156	   9.397430	     94.27 % 
50000 4096  PLATEAU IDENT_____	   0.029875	   0.039359	   0.039232	   0.047802	   0.040109	   0.519153	   0.450924	   0.039992	   0.983564	    100.33 % ..
50000 4096  SHUFFLE IDENT_____	   0.029999	   0.396968	   0.448427	   0.965385	!  1.625854	   1.355467	   0.934681	   0.876170	   1.981022	     88.52 % 
50000 4096  STAGGER REVERSE___	   0.029605	   4.877446	   5.135306	   5.289055	   1.668437	   3.857675	   3.694117	   6.200466	   4.963282	     94.98 % 
50000 4096  SAWTOTH REVERSE___	   0.029682	   0.802482	   0.824050	   1.084696	   1.093535	   2.412438	   1.188508	   1.404415	   3.506865	     97.38 % 
50000 4096  _RANDOM REVERSE___	   0.027528	   5.081590	   5.392292	   5.316309	   1.268050	   8.311866	   7.534498	   6.524118	   9.400124	     94.24 % 
50000 4096  PLATEAU REVERSE___	   0.029587	   0.040878	   0.040283	   0.086315	   0.049969	   0.575037	   0.371630	   0.055005	   1.084582	    101.48 % ..
50000 4096  SHUFFLE REVERSE___	   0.029535	   0.599604	   0.611072	   0.969255	!  1.764643	   1.989725	   0.932398	   1.114022	   3.088673	     98.12 % 
50000 4096  STAGGER REVERSE_FR	   0.029641	   4.934263	   5.224793	   5.291915	   1.663945	   3.838902	   3.578649	   6.238679	   4.941491	     94.44 % 
50000 4096  SAWTOTH REVERSE_FR	   0.029657	   0.785702	   0.807490	   1.067483	   1.074247	   2.060432	   1.124827	   1.364999	   2.903925	     97.30 % 
50000 4096  _RANDOM REVERSE_FR	   0.029655	   5.094551	   5.411742	   5.357457	   1.266659	   8.307844	   7.531480	   6.520542	   9.403916	     94.14 % 
50000 4096  PLATEAU REVERSE_FR	   0.029650	   0.040674	   0.046378	   0.330535	   0.049946	   0.578632	   0.537684	   0.048087	   1.083528	     87.70 % 
50000 4096  SHUFFLE REVERSE_FR	   0.029720	   0.489780	   0.532535	   1.012882	!  1.795113	   1.684236	   0.955257	   1.065286	   2.545098	     91.97 % 
50000 4096  STAGGER REVERSE_BA	   0.029756	   4.836308	   5.086030	   5.319305	   1.657850	   3.791791	   3.582352	   6.184412	   4.821378	     95.09 % 
50000 4096  SAWTOTH REVERSE_BA	   0.029768	   0.780993	   0.804783	   1.054134	   1.056326	   2.067775	   1.151762	   1.367878	   2.937040	     97.04 % 
50000 4096  _RANDOM REVERSE_BA	   0.029722	   5.068142	   5.377278	   5.331397	   1.268262	   8.307956	   7.533789	   6.494157	   9.396272	     94.25 % 
50000 4096  PLATEAU REVERSE_BA	   0.029817	   0.039348	   0.039236	   0.047855	   0.039985	   0.520501	   0.452859	   0.039987	   0.984355	    100.29 % ..
50000 4096  SHUFFLE REVERSE_BA	   0.029723	   0.494722	   0.534733	   1.044391	!  1.827705	   1.688358	   0.996234	   1.113501	   2.548189	     92.52 % 
50000 4096  STAGGER SORT______	   0.027595	   0.041373	   0.041599	   0.050194	   0.036612	   0.486101	   0.452669	   0.036865	   0.879491	     99.46 % 
50000 4096  SAWTOTH SORT______	   0.029769	   0.033842	   0.039224	   0.041885	   0.034776	   0.527589	   0.492649	   0.040045	   0.881735	     86.28 % 
50000 4096  _RANDOM SORT______	   0.029595	   0.039528	   0.034170	   0.041974	   0.040304	   0.483369	   0.452939	   0.035126	   0.878727	    115.68 % .!!.
50000 4096  PLATEAU SORT______	   0.029339	   0.039433	   0.039715	   0.047969	   0.040021	   0.520746	   0.452554	   0.040096	   0.983629	     99.29 % 
50000 4096  SHUFFLE SORT______	   0.029714	   0.034582	   0.034237	   0.042390	   0.039950	   0.485443	   0.450700	   0.040078	   0.878451	    101.01 % ..
50000 4096  STAGGER DITHER____	   0.029616	   4.819804	   5.070087	   5.299931	   1.729843	   3.714000	   3.409554	   6.090701	   4.734298	     95.06 % 
50000 4096  SAWTOTH DITHER____	   0.029657	   3.704873	   4.002129	   3.158507	   1.205847	   2.494172	   2.858169	   4.923312	   3.322702	     92.57 % 
50000 4096  _RANDOM DITHER____	   0.029591	   5.027210	   5.334198	   5.324630	   1.267797	   8.310097	   7.534014	   6.498811	   9.401018	     94.24 % 
50000 4096  PLATEAU DITHER____	   0.029657	   0.310138	   0.320000	   0.412393	   1.002155	   3.391616	   3.285108	   0.427366	   4.404702	     96.92 % 
50000 4096  SHUFFLE DITHER____	   0.029611	   0.868005	   0.986798	   1.338351	   1.890447	   1.651547	   2.620398	   1.233155	   2.369322	     87.96 % 
50000 16384  STAGGER IDENT_____	   0.029935	   4.763366	   5.000190	   5.293569	   1.572742	   3.893099	   3.867632	   6.136984	   5.062350	     95.26 % 
50000 16384  SAWTOTH IDENT_____	   0.029835	   0.387807	   0.385708	   0.541988	   0.513302	   1.235911	   0.686061	   0.661062	   1.760607	    100.54 % ..
50000 16384  _RANDOM IDENT_____	   0.029918	   5.201545	   5.507942	   5.860305	   1.463847	   8.604633	   7.807298	   6.643544	   9.734291	     94.44 % 
50000 16384  PLATEAU IDENT_____	   0.029920	   0.039722	   0.039180	   0.047797	   0.039878	   0.510557	   0.452894	   0.039958	   0.957738	    101.38 % ..
50000 16384  SHUFFLE IDENT_____	   0.029890	!  0.288484	!  0.327605	!  0.618166	!  0.580781	   1.023458	   0.681095	!  0.582607	   1.555089	     88.06 % 
50000 16384  STAGGER REVERSE___	   0.029527	   4.889581	   5.142685	   5.199134	   1.572818	   3.750145	   3.631680	   6.235831	   4.765111	     95.08 % 
50000 16384  SAWTOTH REVERSE___	   0.029520	   0.461223	   0.447788	   0.606321	   0.596053	   1.947324	   0.750620	   0.816977	   2.954369	    103.00 % ..
50000 16384  _RANDOM REVERSE___	   0.029464	   5.259745	   5.566460	   5.838566	   1.464279	   8.601289	   7.807870	   6.682212	   9.724080	     94.49 % 
50000 16384  PLATEAU REVERSE___	   0.029547	   0.069533	   0.079290	   0.086596	   0.070759	   0.739971	   0.473912	   0.098477	   1.350709	     87.70 % 
50000 16384  SHUFFLE REVERSE___	   0.029545	!  0.420311	!  0.418618	!  0.660986	!  0.634377	   1.683694	   0.701053	!  0.750912	   2.700902	    100.40 % ..
50000 16384  STAGGER REVERSE_FR	   0.029665	   4.902805	   5.158093	   5.290101	   1.557289	   3.855232	   3.802651	   6.269863	   4.895632	     95.05 % 
50000 16384  SAWTOTH REVERSE_FR	   0.029659	   0.456322	   0.467791	   0.767526	   0.748512	   1.589322	   0.730271	   0.842391	   2.361904	     97.55 % 
50000 16384  _RANDOM REVERSE_FR	   0.029668	   5.260556	   5.573243	   5.872321	   1.462182	   8.602394	   7.806238	   6.669961	   9.731361	     94.39 % 
50000 16384  PLATEAU REVERSE_FR	   0.029634	   0.062075	   0.069600	   0.330088	   0.071802	   0.746533	   0.619201	   0.082898	   1.351468	     89.19 % 
50000 16384  SHUFFLE REVERSE_FR	   0.029662	!  0.321912	!  0.365920	!  0.652798	   0.712999	   1.358674	   0.739324	!  0.722899	   2.135704	     87.97 % 
50000 16384  STAGGER REVERSE_BA	   0.029853	   4.855456	   5.091241	   5.217125	   1.557655	   3.879166	   3.795762	   6.251327	   4.965207	     95.37 % 
50000 16384  SAWTOTH REVERSE_BA	   0.029749	   0.498953	   0.512964	   0.766801	   0.742099	   1.584203	   0.806340	   0.890405	   2.357613	     97.27 % 
50000 16384  _RANDOM REVERSE_BA	   0.029740	   5.252740	   5.566137	   5.872488	   1.462838	   8.602083	   7.801668	   6.699423	   9.730941	     94.37 % 
50000 16384  PLATEAU REVERSE_BA	   0.029794	   0.039631	   0.039252	   0.047894	   0.039917	   0.509908	   0.453453	   0.040039	   0.958964	    100.97 % ..
50000 16384  SHUFFLE REVERSE_BA	   0.029745	   0.401789	   0.429498	   0.766072	   0.734663	   1.367025	   0.800088	   0.770907	   2.144146	     93.55 % 
50000 16384  STAGGER SORT______	   0.029617	   0.034029	   0.034268	   0.047881	   0.040275	   0.483745	   0.451319	   0.040351	   0.877684	     99.30 % 
50000 16384  SAWTOTH SORT______	   0.029767	   0.039455	   0.034061	   0.048082	   0.035343	   0.482976	   0.452313	   0.034950	   0.877872	    115.84 % .!!.
50000 16384  _RANDOM SORT______	   0.029634	   0.034071	   0.033862	   0.041987	   0.034610	   0.484849	   0.450551	   0.040732	   0.877978	    100.62 % ..
50000 16384  PLATEAU SORT______	   0.029378	   0.039738	   0.034327	   0.047939	   0.035363	   0.511026	   0.452621	   0.040020	   0.956210	    115.76 % .!!.
50000 16384  SHUFFLE SORT______	   0.029719	   0.034227	   0.034675	   0.042602	   0.035265	   0.482983	   0.451514	   0.040031	   0.878397	     98.71 % 
50000 16384  STAGGER DITHER____	   0.029602	   4.763605	   4.996913	   5.295641	   1.567832	   3.892781	   3.866594	   6.135990	   5.063117	     95.33 % 
50000 16384  SAWTOTH DITHER____	   0.029617	   3.216289	   3.394961	   2.922123	   1.387219	   2.238927	   2.759758	   4.232332	   3.066232	     94.74 % 
50000 16384  _RANDOM DITHER____	   0.029598	   5.211647	   5.531719	   5.845375	   1.462825	   8.597908	   7.804531	   6.661788	   9.724365	     94.21 % 
50000 16384  PLATEAU DITHER____	   0.029592	   0.567552	   0.590811	   0.553126	   1.098885	   3.049703	   3.120480	   0.742157	   4.019898	     96.06 % 
50000 16384  SHUFFLE DITHER____	   0.029627	   0.818295	   0.931647	   1.069047	   1.772652	   1.544526	   2.619219	   1.157246	   2.231310	     87.83 % 
50000 65536  STAGGER IDENT_____	   0.029874	   4.719754	   4.963805	   5.212892	   1.956845	   3.935835	   3.819533	   6.043951	   4.978950	     95.08 % 
50000 65536  SAWTOTH IDENT_____	   0.030047	   0.039488	   0.039065	   0.047720	   0.039749	   0.484801	   0.452071	   0.039942	   0.878711	    101.08 % ..
50000 65536  _RANDOM IDENT_____	   0.029887	   5.190946	   5.507114	   5.883919	   2.047099	   8.626261	   7.836101	   6.615868	   9.768407	     94.26 % 
50000 65536  PLATEAU IDENT_____	   0.029858	   0.039359	   0.039334	   0.047820	   0.040027	   0.484771	   0.451343	   0.040010	   0.880942	    100.06 % ..
50000 65536  SHUFFLE IDENT_____	   0.029852	!  0.211521	!  0.233764	!  0.409131	!  0.380990	!  0.807712	   0.550843	!  0.394694	   1.283731	     90.48 % 
50000 65536  STAGGER REVERSE___	   0.029576	   4.617789	   4.894776	   5.006526	   1.667416	   3.883647	   3.822017	   5.936743	   4.948802	     94.34 % 
50000 65536  SAWTOTH REVERSE___	   0.029500	   0.093186	   0.094626	   0.086380	   0.091064	   1.189057	   0.500399	   0.136487	   2.082659	     98.48 % 
50000 65536  _RANDOM REVERSE___	   0.029501	   5.229372	   5.549152	   5.882651	   2.046447	   8.621880	   7.840815	   6.674875	   9.769683	     94.24 % 
50000 65536  PLATEAU REVERSE___	   0.029505	   0.093167	   0.094180	   0.087594	   0.091039	   1.189574	   0.500014	   0.135903	   2.095404	     98.92 % 
50000 65536  SHUFFLE REVERSE___	   0.029527	!  0.287333	!  0.280455	!  0.418948	!  0.398863	   1.486154	   0.576554	!  0.577025	   2.451134	    102.45 % ..
50000 65536  STAGGER REVERSE_FR	   0.029622	   4.775427	   5.041765	   5.153751	   1.855633	   3.977085	   3.883404	   6.094951	   5.030960	     94.72 % 
50000 65536  SAWTOTH REVERSE_FR	   0.029652	   0.064468	   0.063880	   0.065189	   0.300688	   0.839368	   0.573174	   0.085829	   1.479710	    100.92 % ..
50000 65536  _RANDOM REVERSE_FR	   0.029725	   5.248039	   5.568367	   5.897615	   2.046664	   8.623879	   7.836498	   6.688663	   9.775120	     94.25 % 
50000 65536  PLATEAU REVERSE_FR	   0.029624	   0.072627	   0.072202	   0.065959	   0.299848	   0.838721	   0.574494	   0.086194	   1.481142	    100.59 % ..
